"","hgnc_symbol","ensembl_gene_id","entrezgene_id","gene_biotype","description"
"NPTXR","NPTXR","ENSG00000221890",23467,"protein_coding","neuronal pentraxin receptor [Source:HGNC Symbol;Acc:HGNC:7954]"
"CBX5","CBX5","ENSG00000094916",23468,"protein_coding","chromobox 5 [Source:HGNC Symbol;Acc:HGNC:1555]"
"PHF3","PHF3","ENSG00000118482",23469,"protein_coding","PHD finger protein 3 [Source:HGNC Symbol;Acc:HGNC:8921]"
"TRAM1","TRAM1","ENSG00000067167",23471,"protein_coding","translocation associated membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:20568]"
"CAPN7","CAPN7","ENSG00000131375",23473,"protein_coding","calpain 7 [Source:HGNC Symbol;Acc:HGNC:1484]"
"ETHE1","ETHE1","ENSG00000105755",23474,"protein_coding","ETHE1 persulfide dioxygenase [Source:HGNC Symbol;Acc:HGNC:23287]"
"QPRT","QPRT","ENSG00000103485",23475,"protein_coding","quinolinate phosphoribosyltransferase [Source:HGNC Symbol;Acc:HGNC:9755]"
"BRD4","BRD4","ENSG00000141867",23476,"protein_coding","bromodomain containing 4 [Source:HGNC Symbol;Acc:HGNC:13575]"
"SEC11A","SEC11A","ENSG00000140612",23478,"protein_coding","SEC11 homolog A, signal peptidase complex subunit [Source:HGNC Symbol;Acc:HGNC:17718]"
"ISCU","ISCU","ENSG00000136003",23479,"protein_coding","iron-sulfur cluster assembly enzyme [Source:HGNC Symbol;Acc:HGNC:29882]"
"SEC61G","SEC61G","ENSG00000132432",23480,"protein_coding","SEC61 translocon subunit gamma [Source:HGNC Symbol;Acc:HGNC:18277]"
"PES1","PES1","ENSG00000100029",23481,"protein_coding","pescadillo ribosomal biogenesis factor 1 [Source:HGNC Symbol;Acc:HGNC:8848]"
"TGDS","TGDS","ENSG00000088451",23483,"protein_coding","TDP-glucose 4,6-dehydratase [Source:HGNC Symbol;Acc:HGNC:20324]"
"LEPROTL1","LEPROTL1","ENSG00000104660",23484,"protein_coding","leptin receptor overlapping transcript like 1 [Source:HGNC Symbol;Acc:HGNC:6555]"
"CES3","CES3","ENSG00000172828",23491,"protein_coding","carboxylesterase 3 [Source:HGNC Symbol;Acc:HGNC:1865]"
"CBX7","CBX7","ENSG00000100307",23492,"protein_coding","chromobox 7 [Source:HGNC Symbol;Acc:HGNC:1557]"
"HEY2","HEY2","ENSG00000135547",23493,"protein_coding","hes related family bHLH transcription factor with YRPW motif 2 [Source:HGNC Symbol;Acc:HGNC:4881]"
"TNFRSF13B","TNFRSF13B","ENSG00000240505",23495,"protein_coding","TNF receptor superfamily member 13B [Source:HGNC Symbol;Acc:HGNC:18153]"
"HAAO","HAAO","ENSG00000162882",23498,"protein_coding","3-hydroxyanthranilate 3,4-dioxygenase [Source:HGNC Symbol;Acc:HGNC:4796]"
"MACF1","MACF1","ENSG00000127603",23499,"protein_coding","microtubule actin crosslinking factor 1 [Source:HGNC Symbol;Acc:HGNC:13664]"
"DAAM2","DAAM2","ENSG00000146122",23500,"protein_coding","dishevelled associated activator of morphogenesis 2 [Source:HGNC Symbol;Acc:HGNC:18143]"
"ZFYVE26","ZFYVE26","ENSG00000072121",23503,"protein_coding","zinc finger FYVE-type containing 26 [Source:HGNC Symbol;Acc:HGNC:20761]"
"RIMBP2","RIMBP2","ENSG00000060709",23504,"protein_coding","RIMS binding protein 2 [Source:HGNC Symbol;Acc:HGNC:30339]"
"BICRAL","BICRAL","ENSG00000112624",23506,"protein_coding","BICRA like chromatin remodeling complex associated protein [Source:HGNC Symbol;Acc:HGNC:21111]"
"LRRC8B","LRRC8B","ENSG00000197147",23507,"protein_coding","leucine rich repeat containing 8 VRAC subunit B [Source:HGNC Symbol;Acc:HGNC:30692]"
"TTC9","TTC9","ENSG00000133985",23508,"protein_coding","tetratricopeptide repeat domain 9 [Source:HGNC Symbol;Acc:HGNC:20267]"
"POFUT1","POFUT1","ENSG00000101346",23509,"protein_coding","protein O-fucosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:14988]"
"KCTD2","KCTD2","ENSG00000180901",23510,"protein_coding","potassium channel tetramerization domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21294]"
"NUP188","NUP188","ENSG00000095319",23511,"protein_coding","nucleoporin 188 [Source:HGNC Symbol;Acc:HGNC:17859]"
"SUZ12","SUZ12","ENSG00000178691",23512,"protein_coding","SUZ12 polycomb repressive complex 2 subunit [Source:HGNC Symbol;Acc:HGNC:17101]"
"SCRIB","SCRIB","ENSG00000180900",23513,"protein_coding","scribble planar cell polarity protein [Source:HGNC Symbol;Acc:HGNC:30377]"
"MORC3","MORC3","ENSG00000159256",23515,"protein_coding","MORC family CW-type zinc finger 3 [Source:HGNC Symbol;Acc:HGNC:23572]"
"SLC39A14","SLC39A14","ENSG00000104635",23516,"protein_coding","solute carrier family 39 member 14 [Source:HGNC Symbol;Acc:HGNC:20858]"
"MTREX","MTREX","ENSG00000039123",23517,"protein_coding","Mtr4 exosome RNA helicase [Source:HGNC Symbol;Acc:HGNC:18734]"
"R3HDM1","R3HDM1","ENSG00000048991",23518,"protein_coding","R3H domain containing 1 [Source:HGNC Symbol;Acc:HGNC:9757]"
"ANP32D","ANP32D","ENSG00000139223",23519,"protein_coding","acidic nuclear phosphoprotein 32 family member D [Source:HGNC Symbol;Acc:HGNC:16676]"
"ANP32C",NA,NA,NA,NA,NA
"RPL13A","RPL13A","ENSG00000142541",23521,"protein_coding","ribosomal protein L13a [Source:HGNC Symbol;Acc:HGNC:10304]"
"KAT6B","KAT6B","ENSG00000156650",23522,"protein_coding","lysine acetyltransferase 6B [Source:HGNC Symbol;Acc:HGNC:17582]"
"CABIN1","CABIN1","ENSG00000099991",23523,"protein_coding","calcineurin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:24187]"
"SRRM2","SRRM2","ENSG00000167978",23524,"protein_coding","serine/arginine repetitive matrix 2 [Source:HGNC Symbol;Acc:HGNC:16639]"
"ARHGAP45","ARHGAP45","ENSG00000180448",23526,"protein_coding","Rho GTPase activating protein 45 [Source:HGNC Symbol;Acc:HGNC:17102]"
"ACAP2","ACAP2","ENSG00000114331",23527,"protein_coding","ArfGAP with coiled-coil, ankyrin repeat and PH domains 2 [Source:HGNC Symbol;Acc:HGNC:16469]"
"ZNF281","ZNF281","ENSG00000162702",23528,"protein_coding","zinc finger protein 281 [Source:HGNC Symbol;Acc:HGNC:13075]"
"CLCF1","CLCF1","ENSG00000175505",23529,"protein_coding","cardiotrophin like cytokine factor 1 [Source:HGNC Symbol;Acc:HGNC:17412]"
"NNT","NNT","ENSG00000112992",23530,"protein_coding","nicotinamide nucleotide transhydrogenase [Source:HGNC Symbol;Acc:HGNC:7863]"
"MMD","MMD","ENSG00000108960",23531,"protein_coding","monocyte to macrophage differentiation associated [Source:HGNC Symbol;Acc:HGNC:7153]"
"PRAME","PRAME","ENSG00000185686",23532,"protein_coding","PRAME nuclear receptor transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:9336]"
"PIK3R5","PIK3R5","ENSG00000141506",23533,"protein_coding","phosphoinositide-3-kinase regulatory subunit 5 [Source:HGNC Symbol;Acc:HGNC:30035]"
"TNPO3","TNPO3","ENSG00000064419",23534,"protein_coding","transportin 3 [Source:HGNC Symbol;Acc:HGNC:17103]"
"ADAT1","ADAT1","ENSG00000065457",23536,"protein_coding","adenosine deaminase tRNA specific 1 [Source:HGNC Symbol;Acc:HGNC:228]"
"OR52A1","OR52A1","ENSG00000182070",23538,"protein_coding","olfactory receptor family 52 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:8318]"
"SLC16A8","SLC16A8","ENSG00000100156",23539,"protein_coding","solute carrier family 16 member 8 [Source:HGNC Symbol;Acc:HGNC:16270]"
"SEC14L2","SEC14L2","ENSG00000100003",23541,"protein_coding","SEC14 like lipid binding 2 [Source:HGNC Symbol;Acc:HGNC:10699]"
"MAPK8IP2","MAPK8IP2","ENSG00000008735",23542,"protein_coding","mitogen-activated protein kinase 8 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:6883]"
"RBFOX2","RBFOX2","ENSG00000100320",23543,"protein_coding","RNA binding fox-1 homolog 2 [Source:HGNC Symbol;Acc:HGNC:9906]"
"SEZ6L","SEZ6L","ENSG00000100095",23544,"protein_coding","seizure related 6 homolog like [Source:HGNC Symbol;Acc:HGNC:10763]"
"ATP6V0A2","ATP6V0A2","ENSG00000185344",23545,"protein_coding","ATPase H+ transporting V0 subunit a2 [Source:HGNC Symbol;Acc:HGNC:18481]"
"SYNGR4","SYNGR4","ENSG00000105467",23546,"protein_coding","synaptogyrin 4 [Source:HGNC Symbol;Acc:HGNC:11502]"
"LILRA4","LILRA4","ENSG00000276798",23547,"protein_coding","leukocyte immunoglobulin like receptor A4 [Source:HGNC Symbol;Acc:HGNC:15503]"
"TTC33","TTC33","ENSG00000113638",23548,"protein_coding","tetratricopeptide repeat domain 33 [Source:HGNC Symbol;Acc:HGNC:29959]"
"DNPEP","DNPEP","ENSG00000123992",23549,"protein_coding","aspartyl aminopeptidase [Source:HGNC Symbol;Acc:HGNC:2981]"
"PSD4","PSD4","ENSG00000125637",23550,"protein_coding","pleckstrin and Sec7 domain containing 4 [Source:HGNC Symbol;Acc:HGNC:19096]"
"RASD2","RASD2","ENSG00000100302",23551,"protein_coding","RASD family member 2 [Source:HGNC Symbol;Acc:HGNC:18229]"
"CDK20","CDK20","ENSG00000156345",23552,"protein_coding","cyclin dependent kinase 20 [Source:HGNC Symbol;Acc:HGNC:21420]"
"HYAL4","HYAL4","ENSG00000106302",23553,"protein_coding","hyaluronidase 4 [Source:HGNC Symbol;Acc:HGNC:5323]"
"TSPAN12","TSPAN12","ENSG00000106025",23554,"protein_coding","tetraspanin 12 [Source:HGNC Symbol;Acc:HGNC:21641]"
"TSPAN15","TSPAN15","ENSG00000099282",23555,"protein_coding","tetraspanin 15 [Source:HGNC Symbol;Acc:HGNC:23298]"
"PIGN","PIGN","ENSG00000197563",23556,"protein_coding","phosphatidylinositol glycan anchor biosynthesis class N [Source:HGNC Symbol;Acc:HGNC:8967]"
"SNAPIN","SNAPIN","ENSG00000143553",23557,"protein_coding","SNAP associated protein [Source:HGNC Symbol;Acc:HGNC:17145]"
"WBP2","WBP2","ENSG00000132471",23558,"protein_coding","WW domain binding protein 2 [Source:HGNC Symbol;Acc:HGNC:12738]"
"WBP1","WBP1","ENSG00000239779",23559,"protein_coding","WW domain binding protein 1 [Source:HGNC Symbol;Acc:HGNC:12737]"
"GTPBP4","GTPBP4","ENSG00000107937",23560,"protein_coding","GTP binding protein 4 [Source:HGNC Symbol;Acc:HGNC:21535]"
"CLDN14","CLDN14","ENSG00000159261",23562,"protein_coding","claudin 14 [Source:HGNC Symbol;Acc:HGNC:2035]"
"CHST5","CHST5","ENSG00000135702",23563,"protein_coding","carbohydrate sulfotransferase 5 [Source:HGNC Symbol;Acc:HGNC:1973]"
"DDAH2","DDAH2","ENSG00000213722",23564,"protein_coding","DDAH family member 2, ADMA-independent [Source:HGNC Symbol;Acc:HGNC:2716]"
"LPAR3","LPAR3","ENSG00000171517",23566,"protein_coding","lysophosphatidic acid receptor 3 [Source:HGNC Symbol;Acc:HGNC:14298]"
"ZNF346","ZNF346","ENSG00000113761",23567,"protein_coding","zinc finger protein 346 [Source:HGNC Symbol;Acc:HGNC:16403]"
"ARL2BP","ARL2BP","ENSG00000102931",23568,"protein_coding","ADP ribosylation factor like GTPase 2 binding protein [Source:HGNC Symbol;Acc:HGNC:17146]"
"PADI4","PADI4","ENSG00000280908",23569,"protein_coding","peptidyl arginine deiminase 4 [Source:HGNC Symbol;Acc:HGNC:18368]"
"DDAH1","DDAH1","ENSG00000153904",23576,"protein_coding","dimethylarginine dimethylaminohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:2715]"
"CDC42EP4","CDC42EP4","ENSG00000179604",23580,"protein_coding","CDC42 effector protein 4 [Source:HGNC Symbol;Acc:HGNC:17147]"
"CASP14","CASP14","ENSG00000105141",23581,"protein_coding","caspase 14 [Source:HGNC Symbol;Acc:HGNC:1502]"
"CCNDBP1","CCNDBP1","ENSG00000166946",23582,"protein_coding","cyclin D1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:1587]"
"SMUG1","SMUG1","ENSG00000123415",23583,"protein_coding","single-strand-selective monofunctional uracil-DNA glycosylase 1 [Source:HGNC Symbol;Acc:HGNC:17148]"
"VSIG2","VSIG2","ENSG00000019102",23584,"protein_coding","V-set and immunoglobulin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:17149]"
"TMEM50A","TMEM50A","ENSG00000183726",23585,"protein_coding","transmembrane protein 50A [Source:HGNC Symbol;Acc:HGNC:30590]"
"DDX58",NA,NA,NA,NA,NA
"ELP5","ELP5","ENSG00000288485",23587,"protein_coding","elongator acetyltransferase complex subunit 5 [Source:HGNC Symbol;Acc:HGNC:30617]"
"KLHDC2","KLHDC2","ENSG00000165516",23588,"protein_coding","kelch domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20231]"
"CARHSP1","CARHSP1","ENSG00000153048",23589,"protein_coding","calcium regulated heat stable protein 1 [Source:HGNC Symbol;Acc:HGNC:17150]"
"PDSS1","PDSS1","ENSG00000148459",23590,"protein_coding","decaprenyl diphosphate synthase subunit 1 [Source:HGNC Symbol;Acc:HGNC:17759]"
"LEMD3","LEMD3","ENSG00000174106",23592,"protein_coding","LEM domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28887]"
"HEBP2","HEBP2","ENSG00000051620",23593,"protein_coding","heme binding protein 2 [Source:HGNC Symbol;Acc:HGNC:15716]"
"ORC6","ORC6","ENSG00000091651",23594,"protein_coding","origin recognition complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:17151]"
"ORC3","ORC3","ENSG00000135336",23595,"protein_coding","origin recognition complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:8489]"
"OPN3","OPN3","ENSG00000054277",23596,"protein_coding","opsin 3 [Source:HGNC Symbol;Acc:HGNC:14007]"
"ACOT9","ACOT9","ENSG00000123130",23597,"protein_coding","acyl-CoA thioesterase 9 [Source:HGNC Symbol;Acc:HGNC:17152]"
"PATZ1","PATZ1","ENSG00000100105",23598,"protein_coding","POZ/BTB and AT hook containing zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:13071]"
"AMACR","AMACR","ENSG00000242110",23600,"protein_coding","alpha-methylacyl-CoA racemase [Source:HGNC Symbol;Acc:HGNC:451]"
"CLEC5A","CLEC5A","ENSG00000258227",23601,"protein_coding","C-type lectin domain containing 5A [Source:HGNC Symbol;Acc:HGNC:2054]"
"CORO1C","CORO1C","ENSG00000110880",23603,"protein_coding","coronin 1C [Source:HGNC Symbol;Acc:HGNC:2254]"
"DAPK2","DAPK2","ENSG00000035664",23604,"protein_coding","death associated protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:2675]"
"CD2AP","CD2AP","ENSG00000198087",23607,"protein_coding","CD2 associated protein [Source:HGNC Symbol;Acc:HGNC:14258]"
"MKRN1","MKRN1","ENSG00000133606",23608,"protein_coding","makorin ring finger protein 1 [Source:HGNC Symbol;Acc:HGNC:7112]"
"MKRN2","MKRN2","ENSG00000075975",23609,"protein_coding","makorin ring finger protein 2 [Source:HGNC Symbol;Acc:HGNC:7113]"
"PHLDA3","PHLDA3","ENSG00000174307",23612,"protein_coding","pleckstrin homology like domain family A member 3 [Source:HGNC Symbol;Acc:HGNC:8934]"
"ZMYND8","ZMYND8","ENSG00000101040",23613,"protein_coding","zinc finger MYND-type containing 8 [Source:HGNC Symbol;Acc:HGNC:9397]"
"PPY2P","PPY2P","ENSG00000265060",NA,"transcribed_unprocessed_pseudogene","pancreatic polypeptide 2, pseudogene [Source:HGNC Symbol;Acc:HGNC:9328]"
"PYY2","PYY2","ENSG00000237575",NA,"transcribed_unprocessed_pseudogene","peptide YY 2 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:9749]"
"SH3BP1","SH3BP1","ENSG00000100092",23616,"protein_coding","SH3 domain binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10824]"
"TSSK2","TSSK2","ENSG00000206203",23617,"protein_coding","testis specific serine kinase 2 [Source:HGNC Symbol;Acc:HGNC:11401]"
"ZIM2","ZIM2","ENSG00000269699",23619,"protein_coding","zinc finger imprinted 2 [Source:HGNC Symbol;Acc:HGNC:12875]"
"NTSR2","NTSR2","ENSG00000169006",23620,"protein_coding","neurotensin receptor 2 [Source:HGNC Symbol;Acc:HGNC:8040]"
"BACE1","BACE1","ENSG00000186318",23621,"protein_coding","beta-secretase 1 [Source:HGNC Symbol;Acc:HGNC:933]"
"RUSC1","RUSC1","ENSG00000160753",23623,"protein_coding","RUN and SH3 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:17153]"
"CBLC","CBLC","ENSG00000142273",23624,"protein_coding","Cbl proto-oncogene C [Source:HGNC Symbol;Acc:HGNC:15961]"
"FAM89B","FAM89B","ENSG00000176973",23625,"protein_coding","family with sequence similarity 89 member B [Source:HGNC Symbol;Acc:HGNC:16708]"
"SPO11","SPO11","ENSG00000054796",23626,"protein_coding","SPO11 initiator of meiotic double strand breaks [Source:HGNC Symbol;Acc:HGNC:11250]"
"PRND","PRND","ENSG00000171864",23627,"protein_coding","prion like protein doppel [Source:HGNC Symbol;Acc:HGNC:15748]"
"BRD7P3","BRD7P3","ENSG00000169075",NA,"processed_pseudogene","bromodomain containing 7 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:24171]"
"KCNE5","KCNE5","ENSG00000176076",23630,"protein_coding","potassium voltage-gated channel subfamily E regulatory subunit 5 [Source:HGNC Symbol;Acc:HGNC:6241]"
"CA14","CA14","ENSG00000118298",23632,"protein_coding","carbonic anhydrase 14 [Source:HGNC Symbol;Acc:HGNC:1372]"
"KPNA6","KPNA6","ENSG00000025800",23633,"protein_coding","karyopherin subunit alpha 6 [Source:HGNC Symbol;Acc:HGNC:6399]"
"SSBP2","SSBP2","ENSG00000145687",23635,"protein_coding","single stranded DNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:15831]"
"NUP62","NUP62","ENSG00000213024",23636,"protein_coding","nucleoporin 62 [Source:HGNC Symbol;Acc:HGNC:8066]"
"RABGAP1","RABGAP1","ENSG00000011454",23637,"protein_coding","RAB GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:17155]"
"LRRC6",NA,NA,NA,NA,NA
"HSPBP1","HSPBP1","ENSG00000133265",23640,"protein_coding","HSPA (Hsp70) binding protein 1 [Source:HGNC Symbol;Acc:HGNC:24989]"
"LDOC1","LDOC1","ENSG00000182195",23641,"protein_coding","LDOC1 regulator of NFKB signaling [Source:HGNC Symbol;Acc:HGNC:6548]"
"SNHG1","SNHG1","ENSG00000255717",23642,"lncRNA","small nucleolar RNA host gene 1 [Source:HGNC Symbol;Acc:HGNC:32688]"
"LY96","LY96","ENSG00000154589",23643,"protein_coding","lymphocyte antigen 96 [Source:HGNC Symbol;Acc:HGNC:17156]"
"EDC4","EDC4","ENSG00000038358",23644,"protein_coding","enhancer of mRNA decapping 4 [Source:HGNC Symbol;Acc:HGNC:17157]"
"PPP1R15A","PPP1R15A","ENSG00000087074",23645,"protein_coding","protein phosphatase 1 regulatory subunit 15A [Source:HGNC Symbol;Acc:HGNC:14375]"
"PLD3","PLD3","ENSG00000105223",23646,"protein_coding","phospholipase D family member 3 [Source:HGNC Symbol;Acc:HGNC:17158]"
"ARFIP2","ARFIP2","ENSG00000132254",23647,"protein_coding","ADP ribosylation factor interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:17160]"
"SSBP3","SSBP3","ENSG00000157216",23648,"protein_coding","single stranded DNA binding protein 3 [Source:HGNC Symbol;Acc:HGNC:15674]"
"POLA2","POLA2","ENSG00000014138",23649,"protein_coding","DNA polymerase alpha 2, accessory subunit [Source:HGNC Symbol;Acc:HGNC:30073]"
"TRIM29","TRIM29","ENSG00000137699",23650,"protein_coding","tripartite motif containing 29 [Source:HGNC Symbol;Acc:HGNC:17274]"
"SLC7A11","SLC7A11","ENSG00000151012",23657,"protein_coding","solute carrier family 7 member 11 [Source:HGNC Symbol;Acc:HGNC:11059]"
"PLA2G15","PLA2G15","ENSG00000103066",23659,"protein_coding","phospholipase A2 group XV [Source:HGNC Symbol;Acc:HGNC:17163]"
"ZKSCAN5","ZKSCAN5","ENSG00000196652",23660,"protein_coding","zinc finger with KRAB and SCAN domains 5 [Source:HGNC Symbol;Acc:HGNC:12867]"
"CEMIP2","CEMIP2","ENSG00000135048",23670,"protein_coding","cell migration inducing hyaluronidase 2 [Source:HGNC Symbol;Acc:HGNC:11869]"
"TMEFF2","TMEFF2","ENSG00000144339",23671,"protein_coding","transmembrane protein with EGF like and two follistatin like domains 2 [Source:HGNC Symbol;Acc:HGNC:11867]"
"STX12","STX12","ENSG00000117758",23673,"protein_coding","syntaxin 12 [Source:HGNC Symbol;Acc:HGNC:11430]"
"SMPX","SMPX","ENSG00000091482",23676,"protein_coding","small muscle protein X-linked [Source:HGNC Symbol;Acc:HGNC:11122]"
"SH3BP4","SH3BP4","ENSG00000130147",23677,"protein_coding","SH3 domain binding protein 4 [Source:HGNC Symbol;Acc:HGNC:10826]"
"SGK3","SGK3","ENSG00000104205",23678,"protein_coding","serum/glucocorticoid regulated kinase family member 3 [Source:HGNC Symbol;Acc:HGNC:10812]"
"RAB38","RAB38","ENSG00000123892",23682,"protein_coding","RAB38, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9776]"
"PRKD3","PRKD3","ENSG00000115825",23683,"protein_coding","protein kinase D3 [Source:HGNC Symbol;Acc:HGNC:9408]"
"KCNE4","KCNE4","ENSG00000152049",23704,"protein_coding","potassium voltage-gated channel subfamily E regulatory subunit 4 [Source:HGNC Symbol;Acc:HGNC:6244]"
"CADM1","CADM1","ENSG00000182985",23705,"protein_coding","cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:5951]"
"GSPT2","GSPT2","ENSG00000189369",23708,"protein_coding","G1 to S phase transition 2 [Source:HGNC Symbol;Acc:HGNC:4622]"
"GABARAPL1","GABARAPL1","ENSG00000139112",23710,"protein_coding","GABA type A receptor associated protein like 1 [Source:HGNC Symbol;Acc:HGNC:4068]"
"SHPK","SHPK","ENSG00000197417",23729,"protein_coding","sedoheptulokinase [Source:HGNC Symbol;Acc:HGNC:1492]"
"TMEM245","TMEM245","ENSG00000106771",23731,"protein_coding","transmembrane protein 245 [Source:HGNC Symbol;Acc:HGNC:1363]"
"FRRS1L","FRRS1L","ENSG00000260230",23732,"protein_coding","ferric chelate reductase 1 like [Source:HGNC Symbol;Acc:HGNC:1362]"
"EID1","EID1","ENSG00000255302",23741,"protein_coding","EP300 interacting inhibitor of differentiation 1 [Source:HGNC Symbol;Acc:HGNC:1191]"
"NPAP1","NPAP1","ENSG00000185823",23742,"protein_coding","nuclear pore associated protein 1 [Source:HGNC Symbol;Acc:HGNC:1190]"
"BHMT2","BHMT2","ENSG00000132840",23743,"protein_coding","betaine--homocysteine S-methyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:1048]"
"AIPL1","AIPL1","ENSG00000129221",23746,"protein_coding","aryl hydrocarbon receptor interacting protein like 1 [Source:HGNC Symbol;Acc:HGNC:359]"
"SDF2L1","SDF2L1","ENSG00000128228",23753,"protein_coding","stromal cell derived factor 2 like 1 [Source:HGNC Symbol;Acc:HGNC:10676]"
"PPIL2","PPIL2","ENSG00000100023",23759,"protein_coding","peptidylprolyl isomerase like 2 [Source:HGNC Symbol;Acc:HGNC:9261]"
"PITPNB","PITPNB","ENSG00000180957",23760,"protein_coding","phosphatidylinositol transfer protein beta [Source:HGNC Symbol;Acc:HGNC:9002]"
"PISD","PISD","ENSG00000241878",23761,"protein_coding","phosphatidylserine decarboxylase [Source:HGNC Symbol;Acc:HGNC:8999]"
"OSBP2","OSBP2","ENSG00000184792",23762,"protein_coding","oxysterol binding protein 2 [Source:HGNC Symbol;Acc:HGNC:8504]"
"MAFF","MAFF","ENSG00000185022",23764,"protein_coding","MAF bZIP transcription factor F [Source:HGNC Symbol;Acc:HGNC:6780]"
"IL17RA","IL17RA","ENSG00000177663",23765,"protein_coding","interleukin 17 receptor A [Source:HGNC Symbol;Acc:HGNC:5985]"
"FLRT3","FLRT3","ENSG00000125848",23767,"protein_coding","fibronectin leucine rich transmembrane protein 3 [Source:HGNC Symbol;Acc:HGNC:3762]"
"FLRT2","FLRT2","ENSG00000185070",23768,"protein_coding","fibronectin leucine rich transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:3761]"
"FLRT1","FLRT1","ENSG00000126500",23769,"protein_coding","fibronectin leucine rich transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:3760]"
"FKBP8","FKBP8","ENSG00000105701",23770,"protein_coding","FKBP prolyl isomerase 8 [Source:HGNC Symbol;Acc:HGNC:3724]"
"BRD1","BRD1","ENSG00000100425",23774,"protein_coding","bromodomain containing 1 [Source:HGNC Symbol;Acc:HGNC:1102]"
"ARHGAP8","ARHGAP8","ENSG00000241484",23779,"protein_coding","Rho GTPase activating protein 8 [Source:HGNC Symbol;Acc:HGNC:677]"
"APOL2","APOL2","ENSG00000128335",23780,"protein_coding","apolipoprotein L2 [Source:HGNC Symbol;Acc:HGNC:619]"
"POTEH","POTEH","ENSG00000198062",23784,"protein_coding","POTE ankyrin domain family member H [Source:HGNC Symbol;Acc:HGNC:133]"
"BCL2L13","BCL2L13","ENSG00000099968",23786,"protein_coding","BCL2 like 13 [Source:HGNC Symbol;Acc:HGNC:17164]"
"MTCH1","MTCH1","ENSG00000137409",23787,"protein_coding","mitochondrial carrier 1 [Source:HGNC Symbol;Acc:HGNC:17586]"
"MTCH2","MTCH2","ENSG00000285121",23788,"protein_coding","mitochondrial carrier 2 [Source:HGNC Symbol;Acc:HGNC:17587]"
"KIF4A","KIF4A","ENSG00000090889",24137,"protein_coding","kinesin family member 4A [Source:HGNC Symbol;Acc:HGNC:13339]"
"IFIT5","IFIT5","ENSG00000152778",24138,"protein_coding","interferon induced protein with tetratricopeptide repeats 5 [Source:HGNC Symbol;Acc:HGNC:13328]"
"EML2","EML2","ENSG00000125746",24139,"protein_coding","EMAP like 2 [Source:HGNC Symbol;Acc:HGNC:18035]"
"FTSJ1","FTSJ1","ENSG00000068438",24140,"protein_coding","FtsJ RNA 2'-O-methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:13254]"
"LAMP5","LAMP5","ENSG00000125869",24141,"protein_coding","lysosomal associated membrane protein family member 5 [Source:HGNC Symbol;Acc:HGNC:16097]"
"NAA80","NAA80","ENSG00000243477",24142,"protein_coding","N-alpha-acetyltransferase 80, NatH catalytic subunit [Source:HGNC Symbol;Acc:HGNC:30252]"
"TFIP11","TFIP11","ENSG00000100109",24144,"protein_coding","tuftelin interacting protein 11 [Source:HGNC Symbol;Acc:HGNC:17165]"
"PANX1","PANX1","ENSG00000110218",24145,"protein_coding","pannexin 1 [Source:HGNC Symbol;Acc:HGNC:8599]"
"CLDN15","CLDN15","ENSG00000106404",24146,"protein_coding","claudin 15 [Source:HGNC Symbol;Acc:HGNC:2036]"
"FJX1","FJX1","ENSG00000179431",24147,"protein_coding","four-jointed box kinase 1 [Source:HGNC Symbol;Acc:HGNC:17166]"
"PRPF6","PRPF6","ENSG00000101161",24148,"protein_coding","pre-mRNA processing factor 6 [Source:HGNC Symbol;Acc:HGNC:15860]"
"ZNF318","ZNF318","ENSG00000171467",24149,"protein_coding","zinc finger protein 318 [Source:HGNC Symbol;Acc:HGNC:13578]"
"TP53TG3","TP53TG3","ENSG00000183632",24150,"protein_coding","TP53 target 3 [Source:HGNC Symbol;Acc:HGNC:30759]"
